name,region,rating,kd,maps,kost,kpr,srv,plants,profile_url
Direction,NA,1.44,94-42 (+52),8,80%,1.08,51%,1,https://siege.gg/players/2788-direction
VEXISS,NA,1.43,47-20 (+27),4,76%,1.12,52%,0,https://siege.gg/players/3970-vexiss
Aiden,NA,1.34,127-73 (+54),12,74%,1.03,40%,3,https://siege.gg/players/3749-aiden
DiasLucas,NA,1.29,78-43 (+35),8,81%,0.86,52%,0,https://siege.gg/players/2191-diaslucas
GUTTERO,NA,1.29,25-16 (+9),2,76%,1.00,36%,0,https://siege.gg/players/3957-guttero
txonly,NA,1.28,104-66 (+38),10,76%,0.96,38%,2,https://siege.gg/players/3873-txonly
JOWKKAEBI,NA,1.26,44-29 (+15),4,69%,1.05,30%,0,https://siege.gg/players/3250-jowkkaebi
HASAQUI,NA,1.26,118-84 (+34),12,71%,0.98,30%,0,https://siege.gg/players/3876-hasaqui
OnJuly,NA,1.24,76-47 (+29),8,73%,0.87,45%,1,https://siege.gg/players/2791-onjuly
fxrias,NA,1.24,162-110 (+52),15,68%,1.02,30%,1,https://siege.gg/players/3036-fxrias
MoonL1ght,NA,1.24,90-60 (+30),9,70%,0.94,37%,0,https://siege.gg/players/3866-moonl1ght
YaaaaZ,NA,1.24,79-50 (+29),9,77%,0.82,47%,0,https://siege.gg/players/3869-yaz
Rival,NA,1.22,83-55 (+28),8,77%,0.89,40%,0,https://siege.gg/players/3471-rival
POZO,NA,1.22,144-99 (+45),14,72%,0.91,37%,0,https://siege.gg/players/3832-pozo
ARK,NA,1.22,89-63 (+26),7,65%,1.03,26%,3,https://siege.gg/players/3901-ark
Romeo,NA,1.21,71-49 (+22),6,70%,1.00,30%,0,https://siege.gg/players/2781-mrzll
Snake,NA,1.21,87-59 (+28),8,69%,0.94,36%,0,https://siege.gg/players/2984-snake
Woogiman,NA,1.2,107-83 (+24),11,74%,0.91,29%,2,https://siege.gg/players/2515-woogiman
BUMPY,NA,1.2,40-31 (+9),4,67%,1.00,22%,1,https://siege.gg/players/3780-bumpy
DRILLZ,NA,1.2,64-46 (+18),5,64%,0.96,31%,0,https://siege.gg/players/3813-drillz
Legacy,NA,1.19,300-225 (+75),30,70%,0.87,34%,8,https://siege.gg/players/3527-legacy
Ambi,NA,1.18,317-242 (+75),31,69%,0.92,30%,9,https://siege.gg/players/3498-ambi
Creedz,NA,1.18,86-67 (+19),9,70%,0.88,31%,1,https://siege.gg/players/3499-creedz
PYROXZ,NA,1.18,171-127 (+44),16,68%,0.92,31%,2,https://siege.gg/players/3603-pyroxz
dan,NA,1.17,98-68 (+30),10,68%,0.90,37%,0,https://siege.gg/players/358-dan
Paluh,NA,1.17,368-273 (+95),39,68%,0.82,39%,3,https://siege.gg/players/680-paluh
EXER,NA,1.17,22-18 (+4),2,64%,0.88,28%,2,https://siege.gg/players/3496-exer
CRAZY,NA,1.16,41-31 (+10),4,68%,0.91,31%,1,https://siege.gg/players/1250-crazy
IVAN,NA,1.16,169-126 (+43),16,63%,0.91,32%,1,https://siege.gg/players/3210-ivan
Mcie,NA,1.16,78-62 (+16),9,75%,0.81,35%,3,https://siege.gg/players/3500-mcie
Robby,NA,1.16,73-57 (+16),9,67%,0.84,34%,2,https://siege.gg/players/3504-robby
TWEEDY,NA,1.16,52-42 (+10),5,69%,0.88,28%,1,https://siege.gg/players/3916-tweedy
Noa,NA,1.15,357-277 (+80),36,66%,0.87,32%,14,https://siege.gg/players/2895-noaurz
Stompn,NA,1.15,210-161 (+49),22,68%,0.84,35%,5,https://siege.gg/players/3752-stompn
Ra3LGuN,NA,1.15,69-55 (+14),9,76%,0.72,42%,7,https://siege.gg/players/3867-ra3lgun
ALAGARTE,NA,1.15,75-60 (+15),8,72%,0.86,31%,0,https://siege.gg/players/3877-alagarte
Gaveni,NA,1.14,257-212 (+45),26,70%,0.86,29%,5,https://siege.gg/players/3108-gaveni
GHOSTRIDDIK,NA,1.14,144-114 (+30),15,64%,0.87,30%,2,https://siege.gg/players/3807-ghostriddik
rockstarKa,NA,1.14,81-59 (+22),10,65%,0.75,45%,5,https://siege.gg/players/3871-ka
Shaiiko,NA,1.13,280-216 (+64),30,66%,0.88,32%,3,https://siege.gg/players/308-shaiiko
Handyy,NA,1.13,362-272 (+90),37,64%,0.89,33%,6,https://siege.gg/players/2822-handy
SELIMSHADY,NA,1.13,82-64 (+18),9,68%,0.85,33%,1,https://siege.gg/players/3946-selimshady
Future,NA,1.13,89-67 (+22),10,63%,0.89,33%,4,https://siege.gg/players/4008-future
soulz,NA,1.12,312-241 (+71),37,68%,0.77,40%,5,https://siege.gg/players/1386-soulz1
Kheyze,NA,1.12,283-220 (+63),29,64%,0.87,32%,1,https://siege.gg/players/2255-kheyze
Freq,NA,1.12,73-60 (+13),9,68%,0.84,31%,1,https://siege.gg/players/2383-notfreq
Gruby,NA,1.12,309-251 (+58),34,65%,0.86,30%,3,https://siege.gg/players/2688-gruby
Songla,NA,1.12,101-82 (+19),11,65%,0.90,26%,0,https://siege.gg/players/3272-songla
epic,NA,1.12,144-111 (+33),15,67%,0.83,35%,1,https://siege.gg/players/3741-epic
SHIFT.,NA,1.12,84-70 (+14),9,68%,0.82,32%,8,https://siege.gg/players/3820-shift
AKIREX,NA,1.12,56-47 (+9),5,70%,0.92,22%,1,https://siege.gg/players/3884-akirex
SHOXL,NA,1.12,76-62 (+14),9,66%,0.79,35%,2,https://siege.gg/players/3947-shoxl
Maia,NA,1.11,93-78 (+15),10,65%,0.85,29%,1,https://siege.gg/players/2276-maia
Reeps96,NA,1.11,145-110 (+35),16,62%,0.84,36%,2,https://siege.gg/players/2790-reeps96
RQNKR,NA,1.11,157-129 (+28),17,65%,0.82,32%,3,https://siege.gg/players/3510-rqnkr
Lyda,NA,1.11,83-66 (+17),10,67%,0.77,38%,6,https://siege.gg/players/3872-lyda
Lian,NA,1.11,105-91 (+14),12,65%,0.74,35%,7,https://siege.gg/players/3980-lian
VITAKING,NA,1.1,303-260 (+43),37,67%,0.75,35%,17,https://siege.gg/players/2323-vitaking
jume,NA,1.1,343-288 (+55),37,66%,0.83,30%,5,https://siege.gg/players/2381-jume
peres,NA,1.1,126-102 (+24),13,65%,0.89,27%,2,https://siege.gg/players/2654-peres
volpz,NA,1.1,333-274 (+59),35,65%,0.81,33%,10,https://siege.gg/players/2667-volpz
AZIAN,NA,1.1,147-121 (+26),15,64%,0.85,30%,1,https://siege.gg/players/3104-azian
Guto,NA,1.1,119-100 (+19),13,65%,0.84,29%,0,https://siege.gg/players/3131-guto
KIRU,NA,1.1,98-79 (+19),9,65%,0.87,30%,1,https://siege.gg/players/3459-kiru
ROTHERMEL,NA,1.1,34-31 (+3),3,66%,0.94,13%,0,https://siege.gg/players/3929-rothermel
BEAZR,NA,1.1,12-11 (+1),2,68%,0.63,42%,1,https://siege.gg/players/3932-beazr
GLOCK,NA,1.1,68-58 (+10),7,62%,0.85,27%,1,https://siege.gg/players/3937-glock
Arcox,NA,1.1,51-44 (+7),6,69%,0.74,36%,2,https://siege.gg/players/3993-arcox
bottomLove,NA,1.1,59-48 (+11),8,73%,0.68,44%,5,https://siege.gg/players/4006-bottomlove
Gunnar,NA,1.09,236-203 (+33),26,67%,0.79,32%,6,https://siege.gg/players/2393-gunnar
Solotov,NA,1.09,284-240 (+44),32,66%,0.87,26%,1,https://siege.gg/players/2623-solotov
Hashasky,NA,1.09,110-94 (+16),13,66%,0.78,33%,0,https://siege.gg/players/2784-hashaky
Hovenherst,NA,1.09,135-111 (+24),16,66%,0.78,35%,1,https://siege.gg/players/2924-hovenherst
DINIZ,NA,1.09,31-30 (+1),4,73%,0.74,28%,3,https://siege.gg/players/3197-diniz
GODVILLE,NA,1.09,74-61 (+13),8,62%,0.82,32%,1,https://siege.gg/players/3451-godville
NIKKES,NA,1.09,114-93 (+21),12,65%,0.82,33%,2,https://siege.gg/players/3860-nikkes
SOLO.,NA,1.09,90-73 (+17),9,65%,0.80,35%,3,https://siege.gg/players/3861-solo
DNAMITE,NA,1.09,86-69 (+17),9,66%,0.83,33%,0,https://siege.gg/players/3963-dnamite
SDGundam,NA,1.09,78-71 (+7),10,69%,0.78,29%,0,https://siege.gg/players/4009-owo
BlaZ,NA,1.08,192-167 (+25),23,66%,0.77,32%,12,https://siege.gg/players/366-blaz
Deapek,NA,1.08,72-62 (+10),9,64%,0.77,34%,3,https://siege.gg/players/467-deapek
Benjamaster,NA,1.08,247-202 (+45),28,64%,0.80,34%,3,https://siege.gg/players/1607-benjamaster
Gotti,NA,1.08,81-65 (+16),10,66%,0.75,39%,1,https://siege.gg/players/2518-gotti
Nayqo,NA,1.08,67-74 (-7),10,69%,0.61,32%,12,https://siege.gg/players/3397-nayqo
Bae,NA,1.08,263-225 (+38),28,66%,0.80,31%,1,https://siege.gg/players/3411-bae
ZONKEY,NA,1.08,62-54 (+8),6,64%,0.83,28%,1,https://siege.gg/players/3463-zonkey
MIKEW,NA,1.08,227-196 (+31),26,70%,0.78,32%,3,https://siege.gg/players/3465-mikew
LUNAR,NA,1.08,50-45 (+5),5,71%,0.85,23%,0,https://siege.gg/players/3482-lunar
Sarks,NA,1.08,38-32 (+6),4,59%,0.90,23%,0,https://siege.gg/players/3708-sarks
AlxPrs,NA,1.08,143-132 (+11),15,67%,0.83,23%,0,https://siege.gg/players/3742-alxprs
LIKE,NA,1.08,90-75 (+15),11,64%,0.80,33%,5,https://siege.gg/players/3999-like
Kanzen,NA,1.07,252-222 (+30),28,66%,0.77,32%,6,https://siege.gg/players/1805-kanzenkyari
J9O,NA,1.07,273-235 (+38),33,69%,0.74,36%,1,https://siege.gg/players/1810-j9o
mitrix,NA,1.07,156-136 (+20),18,67%,0.80,30%,4,https://siege.gg/players/2782-mitrix
ICAH,NA,1.07,68-58 (+10),8,70%,0.78,33%,2,https://siege.gg/players/2786-icah
Nuers,NA,1.07,299-255 (+44),33,67%,0.81,30%,1,https://siege.gg/players/2935-nuers
Leadr,NA,1.07,124-110 (+14),18,71%,0.64,43%,11,https://siege.gg/players/3156-leadr
Ashn,NA,1.07,266-239 (+27),30,68%,0.79,28%,4,https://siege.gg/players/3258-ashn
Terd,NA,1.07,129-109 (+20),16,65%,0.75,36%,1,https://siege.gg/players/3277-terdsta
ELI,NA,1.07,121-108 (+13),15,67%,0.70,37%,1,https://siege.gg/players/3565-eli
Rexhun,NA,1.07,37-28 (+9),4,57%,0.88,33%,0,https://siege.gg/players/3735-rexhun
VULSPUR,NA,1.07,231-194 (+37),26,62%,0.79,33%,2,https://siege.gg/players/3763-vulspur
SNEAK,NA,1.07,46-39 (+7),5,66%,0.85,27%,0,https://siege.gg/players/3805-sneak
J9KRR,NA,1.07,61-50 (+11),7,67%,0.76,37%,0,https://siege.gg/players/3809-j9krr
TTODYZ,NA,1.07,32-29 (+3),4,69%,0.76,30%,1,https://siege.gg/players/3888-ttodyz
pino,NA,1.06,193-170 (+23),25,65%,0.71,37%,6,https://siege.gg/players/872-pino
LikEfac,NA,1.06,263-229 (+34),32,63%,0.80,29%,4,https://siege.gg/players/2424-likefac
Daffodil,NA,1.06,108-92 (+16),13,68%,0.77,34%,0,https://siege.gg/players/2956-daffodil
SKARP,NA,1.06,130-120 (+10),16,63%,0.73,32%,12,https://siege.gg/players/3092-skarp
Dodez,NA,1.06,356-312 (+44),39,66%,0.79,30%,7,https://siege.gg/players/3129-dodez
Azzr,NA,1.06,78-70 (+8),9,66%,0.80,28%,2,https://siege.gg/players/3179-azzr
ANGELZZ,NA,1.06,275-242 (+33),30,63%,0.80,29%,1,https://siege.gg/players/3201-angelzz
Spiff,NA,1.06,75-65 (+10),8,60%,0.83,27%,2,https://siege.gg/players/3208-spiff
FLEXY,NA,1.06,283-254 (+29),34,63%,0.78,29%,2,https://siege.gg/players/3857-flexy
Darcly,NA,1.06,71-64 (+7),10,72%,0.66,40%,4,https://siege.gg/players/3870-darcly
MONK,NA,1.05,66-59 (+7),6,60%,0.88,21%,0,https://siege.gg/players/341-monk
Doki,NA,1.05,195-176 (+19),22,63%,0.78,29%,3,https://siege.gg/players/391-doki
Beeno,NA,1.05,195-183 (+12),26,67%,0.68,35%,24,https://siege.gg/players/2112-beeno
JAY-,NA,1.05,148-136 (+12),17,65%,0.77,28%,0,https://siege.gg/players/2852-jay
P9,NA,1.05,117-100 (+17),13,63%,0.82,30%,0,https://siege.gg/players/2868-p9
Maquina,NA,1.05,161-140 (+21),18,62%,0.83,28%,1,https://siege.gg/players/3126-itzmaquina
FENZ,NA,1.05,67-57 (+10),8,70%,0.72,38%,0,https://siege.gg/players/3455-fenz
KOSHI,NA,1.05,18-19 (-1),2,69%,0.78,17%,1,https://siege.gg/players/3925-koshi
Rusher,NA,1.05,57-54 (+3),6,66%,0.83,21%,1,https://siege.gg/players/3991-rusher
Surf,NA,1.04,261-241 (+20),31,68%,0.75,30%,4,https://siege.gg/players/2397-surf
L0BIN,NA,1.04,352-318 (+34),39,65%,0.78,29%,2,https://siege.gg/players/2655-l0binn
Gaspro,NA,1.04,51-53 (-2),8,73%,0.59,39%,7,https://siege.gg/players/3093-gaspro
NYJL,NA,1.04,118-111 (+7),15,64%,0.74,30%,4,https://siege.gg/players/3127-nyjl
DORA,NA,1.04,174-160 (+14),23,67%,0.69,36%,14,https://siege.gg/players/3177-dora
EUPOR,NA,1.04,269-242 (+27),34,65%,0.75,32%,10,https://siege.gg/players/3181-eupor
SkyZs,NA,1.04,89-83 (+6),10,64%,0.82,23%,1,https://siege.gg/players/3396-skyzs
SHMINK,NA,1.04,20-20 (+0),2,68%,0.80,20%,0,https://siege.gg/players/3497-shmink
Mili,NA,1.04,110-102 (+8),13,60%,0.79,26%,3,https://siege.gg/players/3899-mili
BODOLF,NA,1.04,61-59 (+2),9,67%,0.64,38%,1,https://siege.gg/players/3944-bodolf
Sunset,NA,1.04,96-90 (+6),12,68%,0.68,36%,6,https://siege.gg/players/3982-sunset
xS3xyCake,NA,1.03,138-133 (+5),18,69%,0.71,31%,4,https://siege.gg/players/101-sexycake
Cyber,NA,1.03,313-287 (+26),37,63%,0.77,29%,8,https://siege.gg/players/104-cyb3r
p4sh4,NA,1.03,82-80 (+2),10,62%,0.75,26%,2,https://siege.gg/players/534-p4sh4
Hashom,NA,1.03,108-94 (+14),13,62%,0.76,34%,1,https://siege.gg/players/2228-hashom
MARMALADE,NA,1.03,84-77 (+7),11,66%,0.68,37%,4,https://siege.gg/players/2329-marmalade
jlaDD,NA,1.03,111-103 (+8),13,62%,0.78,27%,5,https://siege.gg/players/2870-jladd
Loira,NA,1.03,204-193 (+11),22,61%,0.81,23%,4,https://siege.gg/players/3169-loira
RORICK,NA,1.03,79-67 (+12),10,64%,0.72,38%,1,https://siege.gg/players/3191-rorick
Bapn,NA,1.03,69-68 (+1),8,64%,0.84,17%,0,https://siege.gg/players/3378-bapn
Asa,NA,1.03,189-181 (+8),26,64%,0.69,33%,19,https://siege.gg/players/3512-asa
BMZY,NA,1.03,41-40 (+1),5,70%,0.76,25%,0,https://siege.gg/players/3802-bmzy
JAYYGUNS,NA,1.03,86-79 (+7),9,64%,0.76,30%,1,https://siege.gg/players/3895-jayyguns
NUBZ,NA,1.03,27-23 (+4),3,63%,0.75,36%,1,https://siege.gg/players/3930-nubz
AWNDRAY,NA,1.03,61-53 (+8),7,67%,0.76,33%,0,https://siege.gg/players/3938-awndray
FENO,NA,1.03,224-207 (+17),26,61%,0.82,24%,1,https://siege.gg/players/3949-feno
NILAR,NA,1.03,33-31 (+2),4,64%,0.79,26%,0,https://siege.gg/players/3966-nilar
ArFeng,NA,1.03,96-93 (+3),12,65%,0.72,30%,13,https://siege.gg/players/4000-arfeng
Faallz,NA,1.02,112-113 (-1),16,65%,0.66,33%,5,https://siege.gg/players/1021-faallz
Yuzus,NA,1.02,216-213 (+3),32,70%,0.66,34%,4,https://siege.gg/players/1697-yuzus
Tr1ixd,NA,1.02,99-99 (+0),13,67%,0.69,30%,2,https://siege.gg/players/2226-tr1ixd
KURTZ,NA,1.02,120-121 (-1),15,62%,0.76,23%,2,https://siege.gg/players/2277-kurtz
DEADSHT,NA,1.02,76-71 (+5),9,57%,0.81,24%,2,https://siege.gg/players/2423-deadsht
Silent,NA,1.02,82-72 (+10),9,68%,0.73,36%,2,https://siege.gg/players/2832-silentendz
NITRO.,NA,1.02,124-118 (+6),16,64%,0.70,33%,1,https://siege.gg/players/3158-nitro
Spiker,NA,1.02,212-196 (+16),28,64%,0.65,40%,19,https://siege.gg/players/3223-spiker
MENPS,NA,1.02,84-74 (+10),12,65%,0.69,38%,0,https://siege.gg/players/3525-menps
SoloMiD,NA,1.02,55-58 (-3),9,69%,0.57,39%,6,https://siege.gg/players/3868-solomid
KHAOTIC,NA,1.02,41-46 (-5),6,60%,0.63,29%,6,https://siege.gg/players/3878-khaotic
Fiber,NA,1.02,101-95 (+6),12,67%,0.72,32%,0,https://siege.gg/players/3979-fiber
Recap,NA,1.02,94-90 (+4),12,63%,0.70,32%,1,https://siege.gg/players/4005-recap
Carpe,NA,1.02,61-52 (+9),8,65%,0.70,40%,0,https://siege.gg/players/4007-carpe
Rexen,NA,1.01,248-242 (+6),31,65%,0.72,30%,7,https://siege.gg/players/1040-rexen
Mowwwgli,NA,1.01,326-325 (+1),36,62%,0.79,21%,4,https://siege.gg/players/2432-mowwwgli
PNNO9,NA,1.01,109-111 (-2),16,66%,0.62,37%,8,https://siege.gg/players/2910-pnno9
nade,NA,1.01,196-191 (+5),29,66%,0.60,41%,20,https://siege.gg/players/2939-nade
Atom,NA,1.01,157-159 (-2),18,62%,0.77,21%,5,https://siege.gg/players/2981-tra
Packer,NA,1.01,214-204 (+10),26,65%,0.73,30%,3,https://siege.gg/players/3001-packer
Gomess,NA,1.01,89-91 (-2),13,69%,0.63,35%,8,https://siege.gg/players/3134-gomess7
TWX,NA,1.01,34-33 (+1),4,64%,0.76,26%,0,https://siege.gg/players/3347-twx
Adrian,NA,1.01,312-318 (-6),39,66%,0.67,31%,9,https://siege.gg/players/3501-adrian
RADENTY,NA,1.01,50-47 (+3),5,62%,0.75,29%,0,https://siege.gg/players/3669-radenty
Basthian,NA,1.01,129-127 (+2),16,66%,0.73,28%,0,https://siege.gg/players/3736-basthian
GARREN,NA,1.01,36-35 (+1),5,62%,0.67,35%,1,https://siege.gg/players/3804-garren
KIRIMPITBULL,NA,1.01,23-25 (-2),4,68%,0.72,21%,0,https://siege.gg/players/3886-kirimpitbull
Spoit,NA,1.0,246-242 (+4),31,61%,0.71,30%,5,https://siege.gg/players/380-spoit
KOOLAID,NA,1.0,54-57 (-3),7,68%,0.63,33%,4,https://siege.gg/players/1802-koolaid
Trevmak,NA,1.0,86-98 (-12),13,67%,0.62,29%,15,https://siege.gg/players/2109-trevmak
JJBlazt,NA,1.0,61-57 (+4),8,62%,0.66,38%,6,https://siege.gg/players/2140-blaztful
Florio,NA,1.0,125-127 (-2),18,67%,0.64,34%,9,https://siege.gg/players/2260-florio
naka,NA,1.0,100-96 (+4),13,63%,0.71,31%,4,https://siege.gg/players/2275-naka
Jeggz,NA,1.0,98-92 (+6),12,63%,0.71,33%,1,https://siege.gg/players/3180-jeggz
RAASTIN,NA,1.0,97-93 (+4),12,61%,0.70,33%,5,https://siege.gg/players/3502-raastin
NIFSU,NA,1.0,92-96 (-4),12,65%,0.66,30%,9,https://siege.gg/players/3859-nifsu
AYEX,NA,1.0,45-47 (-2),5,64%,0.76,20%,0,https://siege.gg/players/3914-ayex
ABEI,NA,1.0,76-79 (-3),11,68%,0.68,29%,2,https://siege.gg/players/3996-abei
Fultz,NA,0.99,223-238 (-15),33,66%,0.61,35%,23,https://siege.gg/players/1077-fultz
HerdsZ,NA,0.99,232-225 (+7),27,60%,0.76,26%,0,https://siege.gg/players/1114-herdssz
WILL,NA,0.99,82-90 (-8),15,68%,0.52,43%,13,https://siege.gg/players/1392-will
Fntzy,NA,0.99,223-221 (+2),25,60%,0.83,18%,0,https://siege.gg/players/2520-fntzy
Jv92,NA,0.99,240-226 (+14),29,61%,0.74,30%,2,https://siege.gg/players/2651-joao92jv
dfuzr,NA,0.99,219-214 (+5),26,63%,0.73,28%,3,https://siege.gg/players/3457-dfuzr
DERNEKA,NA,0.99,86-90 (-4),11,58%,0.74,23%,0,https://siege.gg/players/3697-derneka
HURBYZ,NA,0.99,15-17 (-2),2,63%,0.79,10%,1,https://siege.gg/players/3769-hurbyz
LAMBE,NA,0.99,106-107 (-1),12,61%,0.76,23%,1,https://siege.gg/players/3858-lambe
XINA,NA,0.99,46-50 (-4),6,68%,0.72,21%,0,https://siege.gg/players/3879-xina
Nesta,NA,0.99,101-99 (+2),13,58%,0.73,28%,3,https://siege.gg/players/3898-nesta
REAZ,NA,0.99,188-183 (+5),23,61%,0.75,27%,2,https://siege.gg/players/3935-reaz
ALRD,NA,0.99,119-117 (+2),16,59%,0.73,27%,3,https://siege.gg/players/3955-alrd
Naka,NA,0.99,48-49 (-1),6,60%,0.70,28%,0,https://siege.gg/players/3989-naka1x
Bullet1,NA,0.98,177-173 (+4),24,65%,0.69,32%,1,https://siege.gg/players/98-bullet
Elemzje,NA,0.98,189-196 (-7),26,66%,0.69,28%,2,https://siege.gg/players/174-elemzje
SpeakEasy,NA,0.98,107-116 (-9),16,66%,0.62,32%,12,https://siege.gg/players/610-speakeasy
KDS,NA,0.98,270-276 (-6),37,65%,0.67,32%,1,https://siege.gg/players/1109-kds
P4TOXYZIN,NA,0.98,103-107 (-4),15,68%,0.65,32%,2,https://siege.gg/players/1724-p4toxyzin
Bassetto,NA,0.98,73-81 (-8),11,69%,0.60,33%,8,https://siege.gg/players/2256-bassetto
Gity,NA,0.98,86-85 (+1),12,66%,0.70,30%,1,https://siege.gg/players/2325-gity
LOLLO,NA,0.98,158-165 (-7),23,64%,0.63,34%,12,https://siege.gg/players/2497-lollo
Hatez,NA,0.98,194-186 (+8),25,61%,0.72,31%,1,https://siege.gg/players/2660-hatez
yektz,NA,0.98,124-121 (+3),18,62%,0.64,37%,5,https://siege.gg/players/2774-yektz
SWAG,NA,0.98,118-121 (-3),15,63%,0.73,25%,2,https://siege.gg/players/3130-swag
ZURS,NA,0.98,62-64 (-2),7,68%,0.72,25%,0,https://siege.gg/players/3467-zurs
SKOOB,NA,0.98,94-90 (+4),11,58%,0.76,27%,1,https://siege.gg/players/3495-skoob
MARTEAU,NA,0.98,175-177 (-2),26,64%,0.64,35%,5,https://siege.gg/players/3513-marteau
QUINTZ,NA,0.98,84-88 (-4),11,65%,0.72,24%,2,https://siege.gg/players/3520-quintz
GNRIVAL,NA,0.98,88-91 (-3),12,65%,0.72,26%,1,https://siege.gg/players/3747-gnrival
BUTCHRR,NA,0.98,65-66 (-1),8,60%,0.72,26%,2,https://siege.gg/players/3863-butchrr
LENDAO,NA,0.98,81-88 (-7),12,62%,0.67,27%,12,https://siege.gg/players/3874-lendao
Gryxr,NA,0.97,105-114 (-9),14,64%,0.68,26%,2,https://siege.gg/players/1316-gryxr
AQUI,NA,0.97,168-178 (-10),23,65%,0.67,29%,5,https://siege.gg/players/1517-aqui
Kyno,NA,0.97,213-236 (-23),29,63%,0.64,28%,17,https://siege.gg/players/1871-kyno
TUCU,NA,0.97,128-128 (+0),16,60%,0.72,27%,0,https://siege.gg/players/2038-tucu
Oscr,NA,0.97,239-252 (-13),34,65%,0.66,30%,8,https://siege.gg/players/2307-oscr
resetz,NA,0.97,103-104 (-1),13,62%,0.75,24%,1,https://siege.gg/players/2659-resetz
Savage,NA,0.97,249-277 (-28),36,65%,0.61,32%,20,https://siege.gg/players/3090-savage
RNOTUMBO,NA,0.97,105-118 (-13),16,64%,0.57,35%,14,https://siege.gg/players/3213-rnotumbo
DANTE7,NA,0.97,88-83 (+5),12,58%,0.73,31%,1,https://siege.gg/players/3320-dante7
YURIVST,NA,0.97,45-49 (-4),6,59%,0.63,30%,10,https://siege.gg/players/3696-yurivst
DEN,NA,0.97,128-138 (-10),17,62%,0.67,27%,2,https://siege.gg/players/3826-den
Raid,NA,0.97,88-90 (-2),12,64%,0.72,26%,0,https://siege.gg/players/3862-raidbullys
ZAARAMY,NA,0.97,195-190 (+5),23,59%,0.77,24%,1,https://siege.gg/players/3936-zaaramy
ROCKNROLLDJ,NA,0.97,50-53 (-3),7,66%,0.62,33%,2,https://siege.gg/players/3940-rocknrolldj
MARATSZ,NA,0.97,105-109 (-4),16,64%,0.65,32%,3,https://siege.gg/players/3952-maratsz
Levy,NA,0.96,119-122 (-3),16,62%,0.70,27%,2,https://siege.gg/players/272-lev1
JANGO,NA,0.96,14-15 (-1),2,68%,0.74,21%,0,https://siege.gg/players/1885-jango
Twiizt,NA,0.96,12-14 (-2),2,62%,0.75,12%,0,https://siege.gg/players/2125-twiizt
Neskin,NA,0.96,98-96 (+2),13,61%,0.70,31%,1,https://siege.gg/players/2261-neskin
Stk,NA,0.96,256-259 (-3),30,59%,0.75,24%,5,https://siege.gg/players/2519-stk
BOKZERA,NA,0.96,58-60 (-2),8,67%,0.64,34%,3,https://siege.gg/players/3200-bokzera
VNK,NA,0.96,88-93 (-5),11,58%,0.75,20%,0,https://siege.gg/players/3222-vnk
TEDDY,NA,0.96,17-18 (-1),2,68%,0.68,28%,0,https://siege.gg/players/3492-teddy
TAZZY,NA,0.96,50-54 (-4),5,64%,0.75,19%,0,https://siege.gg/players/3509-tazzy
MomoWiNGs,NA,0.96,89-96 (-7),12,65%,0.63,31%,4,https://siege.gg/players/3617-momorins
KzB,NA,0.96,101-108 (-7),12,67%,0.72,23%,0,https://siege.gg/players/3618-kzb
Lasmooo,NA,0.96,54-59 (-5),9,65%,0.62,32%,1,https://siege.gg/players/3670-lasmoooo
SYLO,NA,0.96,194-215 (-21),26,63%,0.66,26%,9,https://siege.gg/players/3904-sylo
STERN,NA,0.96,41-44 (-3),5,59%,0.69,25%,2,https://siege.gg/players/3907-stern
RUSHZE,NA,0.96,98-100 (-2),11,54%,0.79,19%,1,https://siege.gg/players/3933-rushze
Cpk,NA,0.96,90-97 (-7),12,64%,0.67,27%,0,https://siege.gg/players/4001-cpk
Pau1,NA,0.96,64-65 (-1),10,66%,0.64,35%,2,https://siege.gg/players/4010-pau1
Dream,NA,0.95,68-80 (-12),12,65%,0.55,34%,10,https://siege.gg/players/1349-dream
njr,NA,0.95,86-96 (-10),13,65%,0.58,35%,4,https://siege.gg/players/1809-njr
NearZ,NA,0.95,120-129 (-9),16,61%,0.71,23%,2,https://siege.gg/players/2773-nearz
Semper,NA,0.95,62-60 (+2),8,57%,0.71,31%,0,https://siege.gg/players/3138-semper
VIPOA,NA,0.95,17-17 (+0),2,56%,0.74,26%,1,https://siege.gg/players/3462-vipoa
SKY7,NA,0.95,47-51 (-4),6,61%,0.72,21%,0,https://siege.gg/players/3799-sky7
V7NOMZ,NA,0.95,88-113 (-25),14,69%,0.55,28%,17,https://siege.gg/players/3943-v7nomz
DEVILSZ,NA,0.95,121-125 (-4),16,61%,0.75,22%,1,https://siege.gg/players/3953-devilsz
A1mer,NA,0.95,43-49 (-6),6,62%,0.62,28%,4,https://siege.gg/players/3990-a1mer
BriD,NA,0.94,148-204 (-56),32,67%,0.45,37%,36,https://siege.gg/players/22-brid
ERKKARI,NA,0.94,35-36 (-1),5,61%,0.65,33%,1,https://siege.gg/players/462-erkkari
Alem4o,NA,0.94,147-160 (-13),22,62%,0.59,35%,10,https://siege.gg/players/1738-alem4o
GABU,NA,0.94,35-33 (+2),4,51%,0.78,26%,0,https://siege.gg/players/3521-gabu
HUD,NA,0.94,16-17 (-1),2,60%,0.70,26%,0,https://siege.gg/players/3758-hud
SOGGYC,NA,0.94,41-41 (+0),5,54%,0.69,30%,0,https://siege.gg/players/3910-soggyc
