name,region,rating,kd,maps,kost,kpr,srv,plants,profile_url
JONAXYZ,BR,0.78,37-51 (-14),5,50%,0.61,16%,0,https://siege.gg/players/3776-jonaxyz
VALEN,BR,0.78,29-46 (-17),5,57%,0.49,22%,2,https://siege.gg/players/3913-valen
MARECKX,BR,0.78,18-28 (-10),4,57%,0.43,33%,0,https://siege.gg/players/3971-mareckx
KIRsy,BR,0.78,26-37 (-11),5,44%,0.60,13%,1,https://siege.gg/players/3977-kirsay
nesk,BR,0.77,11-17 (-6),2,52%,0.58,10%,0,https://siege.gg/players/97-nesk
NERF,BR,0.77,25-44 (-19),5,53%,0.37,34%,9,https://siege.gg/players/3182-nerf
V11,BR,0.77,24-48 (-24),5,60%,0.39,21%,8,https://siege.gg/players/3778-v11
AGMOLI,BR,0.77,34-61 (-27),7,60%,0.43,23%,3,https://siege.gg/players/3939-agmoli
IT,BR,0.77,31-46 (-15),6,56%,0.62,8%,1,https://siege.gg/players/3975-it
ion,BR,0.76,91-131 (-40),15,46%,0.55,20%,0,https://siege.gg/players/130-ion
Miracle,BR,0.76,78-124 (-46),15,54%,0.48,23%,3,https://siege.gg/players/868-miracle
Pacbull,BR,0.76,21-32 (-11),4,57%,0.50,23%,0,https://siege.gg/players/1707-pacbull
MILANO,BR,0.76,42-69 (-27),7,58%,0.49,19%,4,https://siege.gg/players/1861-milano
SKEPTIC,BR,0.76,69-121 (-52),16,57%,0.42,27%,9,https://siege.gg/players/2304-skeptic
INRYO,BR,0.76,6-12 (-6),2,62%,0.38,25%,1,https://siege.gg/players/2324-inryo
Stemp,BR,0.76,79-117 (-38),13,50%,0.57,15%,3,https://siege.gg/players/2783-stemp
DRKZINN,BR,0.76,61-94 (-33),11,56%,0.52,19%,1,https://siege.gg/players/3774-drkzinn
Dominic,BR,0.76,55-78 (-23),10,53%,0.59,16%,2,https://siege.gg/players/3985-dominic
J1ahao,BR,0.76,54-76 (-22),10,55%,0.58,18%,0,https://siege.gg/players/3986-j1ahao
coted,BR,0.75,56-93 (-37),11,58%,0.48,20%,3,https://siege.gg/players/2516-coted
GWZH,BR,0.75,21-33 (-12),4,57%,0.47,26%,0,https://siege.gg/players/3345-gwzh
LENDA,BR,0.74,30-50 (-20),6,56%,0.47,21%,0,https://siege.gg/players/1390-lenda
Flastry,BR,0.74,21-32 (-11),4,53%,0.47,28%,0,https://siege.gg/players/2650-flastry
KRONK,BR,0.74,20-28 (-8),3,47%,0.56,22%,0,https://siege.gg/players/3473-kronk
CENTIR,BR,0.74,31-47 (-16),6,49%,0.53,20%,2,https://siege.gg/players/3480-centir
GUIZI,BR,0.74,10-18 (-8),2,63%,0.45,18%,0,https://siege.gg/players/3700-guizi
RASH,BR,0.74,56-90 (-34),11,54%,0.48,23%,4,https://siege.gg/players/3772-rash
FOCAL,BR,0.73,29-47 (-18),6,54%,0.49,20%,0,https://siege.gg/players/3022-focal
RAZAH,BR,0.73,9-14 (-5),2,52%,0.47,26%,0,https://siege.gg/players/3518-razah
Hauva,BR,0.73,36-74 (-38),9,57%,0.38,21%,6,https://siege.gg/players/3732-hauva
Relaes,BR,0.73,46-68 (-22),8,52%,0.56,17%,0,https://siege.gg/players/3855-relaes
KAMIKAZE,BR,0.72,8-16 (-8),2,57%,0.42,15%,1,https://siege.gg/players/93-kamikaze
XROYALE,BR,0.72,18-33 (-15),4,55%,0.40,26%,1,https://siege.gg/players/3346-xroyale
JULIANOBORGES,BR,0.72,15-25 (-10),4,50%,0.50,16%,0,https://siege.gg/players/3783-julianoborges
COXAH,BR,0.72,6-9 (-3),2,50%,0.60,10%,0,https://siege.gg/players/3893-coxah
GAVRUNNIN,BR,0.72,12-18 (-6),2,47%,0.52,21%,0,https://siege.gg/players/3926-gavrunnin
Shed,BR,0.7,21-42 (-21),5,62%,0.39,22%,0,https://siege.gg/players/3098-shedpog
FERRAZ,BR,0.7,20-35 (-15),4,52%,0.48,16%,1,https://siege.gg/players/3887-ferraz
NARUSAS,BR,0.7,19-32 (-13),4,48%,0.51,13%,1,https://siege.gg/players/3891-narusas
WZHEKA,BR,0.7,30-47 (-17),6,49%,0.55,14%,0,https://siege.gg/players/3961-wzheka
KIIOXZ,BR,0.7,27-45 (-18),6,47%,0.49,18%,1,https://siege.gg/players/3962-kiioxz
LULI,BR,0.69,16-30 (-14),4,54%,0.38,28%,0,https://siege.gg/players/3024-luli
MZJIIN,BR,0.68,31-49 (-18),6,43%,0.56,10%,0,https://siege.gg/players/3960-mzjiin
IO0MagNETic,BR,0.67,3-5 (-2),1,44%,0.33,44%,0,https://siege.gg/players/3988-io0magnetic
GOOSENA,BR,0.64,27-47 (-20),5,42%,0.46,20%,0,https://siege.gg/players/3911-goosena
ANNIKA,BR,0.62,40-84 (-44),9,42%,0.38,20%,2,https://siege.gg/players/3674-annika
Fishoguy,BR,0.61,29-68 (-39),8,48%,0.35,17%,2,https://siege.gg/players/547-fishoguy
SIRILOID,BR,0.61,12-30 (-18),4,47%,0.29,28%,0,https://siege.gg/players/3968-siriloid
Miracle,BR,0.61,17-31 (-14),4,44%,0.47,13%,0,https://siege.gg/players/3978-miracle
SWITY,BR,0.58,16-34 (-18),4,42%,0.40,15%,1,https://siege.gg/players/3889-swity
Oblivionis,BR,0.58,33-73 (-40),9,50%,0.39,13%,0,https://siege.gg/players/3983-oblivionis
MIGHTFR,BR,0.57,25-51 (-26),6,38%,0.45,7%,1,https://siege.gg/players/3958-mightfr
ZEPHIR,BR,0.55,6-15 (-9),2,35%,0.35,11%,1,https://siege.gg/players/20-zephir
EXIGE,BR,0.55,7-20 (-13),2,48%,0.28,20%,1,https://siege.gg/players/3485-exige
YXSHIRAU,BR,0.55,16-34 (-18),4,44%,0.42,10%,1,https://siege.gg/players/3959-yxshirau
DUDUCRVG,BR,0.49,15-36 (-21),4,40%,0.38,10%,0,https://siege.gg/players/3794-duducrvg
Chichoo,BR,0.47,17-38 (-21),5,28%,0.40,9%,0,https://siege.gg/players/3974-chichoo
AMERICANOWTF,BR,0.46,9-31 (-22),4,37%,0.24,16%,1,https://siege.gg/players/3890-americanowtf
TYSI,BR,0.42,4-15 (-11),2,37%,0.25,6%,0,https://siege.gg/players/3762-tysi
FROZEN,BR,0.41,4-15 (-11),2,31%,0.25,6%,0,https://siege.gg/players/1818-frozen
NEONLIGHT,BR,0.38,7-22 (-15),2,30%,0.30,4%,0,https://siege.gg/players/3927-neonlight
SOS,BR,0.3,11-46 (-35),6,26%,0.22,8%,0,https://siege.gg/players/3976-sos
Sitto,BR,0.2,5-29 (-24),4,24%,0.17,0%,0,https://siege.gg/players/3973-sitto
Direction,LATAM,1.44,94-42 (+52),8,80%,1.08,51%,1,https://siege.gg/players/2788-direction
VEXISS,LATAM,1.43,47-20 (+27),4,76%,1.12,52%,0,https://siege.gg/players/3970-vexiss
Aiden,LATAM,1.34,127-73 (+54),12,74%,1.03,40%,3,https://siege.gg/players/3749-aiden
DiasLucas,LATAM,1.29,78-43 (+35),8,81%,0.86,52%,0,https://siege.gg/players/2191-diaslucas
GUTTERO,LATAM,1.29,25-16 (+9),2,76%,1.00,36%,0,https://siege.gg/players/3957-guttero
txonly,LATAM,1.28,104-66 (+38),10,76%,0.96,38%,2,https://siege.gg/players/3873-txonly
JOWKKAEBI,LATAM,1.26,44-29 (+15),4,69%,1.05,30%,0,https://siege.gg/players/3250-jowkkaebi
HASAQUI,LATAM,1.26,118-84 (+34),12,71%,0.98,30%,0,https://siege.gg/players/3876-hasaqui
OnJuly,LATAM,1.24,76-47 (+29),8,73%,0.87,45%,1,https://siege.gg/players/2791-onjuly
fxrias,LATAM,1.24,162-110 (+52),15,68%,1.02,30%,1,https://siege.gg/players/3036-fxrias
MoonL1ght,LATAM,1.24,90-60 (+30),9,70%,0.94,37%,0,https://siege.gg/players/3866-moonl1ght
YaaaaZ,LATAM,1.24,79-50 (+29),9,77%,0.82,47%,0,https://siege.gg/players/3869-yaz
Rival,LATAM,1.22,83-55 (+28),8,77%,0.89,40%,0,https://siege.gg/players/3471-rival
POZO,LATAM,1.22,144-99 (+45),14,72%,0.91,37%,0,https://siege.gg/players/3832-pozo
ARK,LATAM,1.22,89-63 (+26),7,65%,1.03,26%,3,https://siege.gg/players/3901-ark
Romeo,LATAM,1.21,71-49 (+22),6,70%,1.00,30%,0,https://siege.gg/players/2781-mrzll
Snake,LATAM,1.21,87-59 (+28),8,69%,0.94,36%,0,https://siege.gg/players/2984-snake
Woogiman,LATAM,1.2,107-83 (+24),11,74%,0.91,29%,2,https://siege.gg/players/2515-woogiman
BUMPY,LATAM,1.2,40-31 (+9),4,67%,1.00,22%,1,https://siege.gg/players/3780-bumpy
DRILLZ,LATAM,1.2,64-46 (+18),5,64%,0.96,31%,0,https://siege.gg/players/3813-drillz
Legacy,LATAM,1.19,300-225 (+75),30,70%,0.87,34%,8,https://siege.gg/players/3527-legacy
Ambi,LATAM,1.18,317-242 (+75),31,69%,0.92,30%,9,https://siege.gg/players/3498-ambi
Creedz,LATAM,1.18,86-67 (+19),9,70%,0.88,31%,1,https://siege.gg/players/3499-creedz
PYROXZ,LATAM,1.18,171-127 (+44),16,68%,0.92,31%,2,https://siege.gg/players/3603-pyroxz
dan,LATAM,1.17,98-68 (+30),10,68%,0.90,37%,0,https://siege.gg/players/358-dan
Paluh,LATAM,1.17,368-273 (+95),39,68%,0.82,39%,3,https://siege.gg/players/680-paluh
EXER,LATAM,1.17,22-18 (+4),2,64%,0.88,28%,2,https://siege.gg/players/3496-exer
CRAZY,LATAM,1.16,41-31 (+10),4,68%,0.91,31%,1,https://siege.gg/players/1250-crazy
IVAN,LATAM,1.16,169-126 (+43),16,63%,0.91,32%,1,https://siege.gg/players/3210-ivan
Mcie,LATAM,1.16,78-62 (+16),9,75%,0.81,35%,3,https://siege.gg/players/3500-mcie
Robby,LATAM,1.16,73-57 (+16),9,67%,0.84,34%,2,https://siege.gg/players/3504-robby
TWEEDY,LATAM,1.16,52-42 (+10),5,69%,0.88,28%,1,https://siege.gg/players/3916-tweedy
Noa,LATAM,1.15,357-277 (+80),36,66%,0.87,32%,14,https://siege.gg/players/2895-noaurz
Stompn,LATAM,1.15,210-161 (+49),22,68%,0.84,35%,5,https://siege.gg/players/3752-stompn
Ra3LGuN,LATAM,1.15,69-55 (+14),9,76%,0.72,42%,7,https://siege.gg/players/3867-ra3lgun
ALAGARTE,LATAM,1.15,75-60 (+15),8,72%,0.86,31%,0,https://siege.gg/players/3877-alagarte
Gaveni,LATAM,1.14,257-212 (+45),26,70%,0.86,29%,5,https://siege.gg/players/3108-gaveni
GHOSTRIDDIK,LATAM,1.14,144-114 (+30),15,64%,0.87,30%,2,https://siege.gg/players/3807-ghostriddik
rockstarKa,LATAM,1.14,81-59 (+22),10,65%,0.75,45%,5,https://siege.gg/players/3871-ka
Shaiiko,LATAM,1.13,280-216 (+64),30,66%,0.88,32%,3,https://siege.gg/players/308-shaiiko
Handyy,LATAM,1.13,362-272 (+90),37,64%,0.89,33%,6,https://siege.gg/players/2822-handy
SELIMSHADY,LATAM,1.13,82-64 (+18),9,68%,0.85,33%,1,https://siege.gg/players/3946-selimshady
Future,LATAM,1.13,89-67 (+22),10,63%,0.89,33%,4,https://siege.gg/players/4008-future
soulz,LATAM,1.12,312-241 (+71),37,68%,0.77,40%,5,https://siege.gg/players/1386-soulz1
Kheyze,LATAM,1.12,283-220 (+63),29,64%,0.87,32%,1,https://siege.gg/players/2255-kheyze
Freq,LATAM,1.12,73-60 (+13),9,68%,0.84,31%,1,https://siege.gg/players/2383-notfreq
Gruby,LATAM,1.12,309-251 (+58),34,65%,0.86,30%,3,https://siege.gg/players/2688-gruby
Songla,LATAM,1.12,101-82 (+19),11,65%,0.90,26%,0,https://siege.gg/players/3272-songla
epic,LATAM,1.12,144-111 (+33),15,67%,0.83,35%,1,https://siege.gg/players/3741-epic
SHIFT.,LATAM,1.12,84-70 (+14),9,68%,0.82,32%,8,https://siege.gg/players/3820-shift
AKIREX,LATAM,1.12,56-47 (+9),5,70%,0.92,22%,1,https://siege.gg/players/3884-akirex
SHOXL,LATAM,1.12,76-62 (+14),9,66%,0.79,35%,2,https://siege.gg/players/3947-shoxl
Maia,LATAM,1.11,93-78 (+15),10,65%,0.85,29%,1,https://siege.gg/players/2276-maia
Reeps96,LATAM,1.11,145-110 (+35),16,62%,0.84,36%,2,https://siege.gg/players/2790-reeps96
RQNKR,LATAM,1.11,157-129 (+28),17,65%,0.82,32%,3,https://siege.gg/players/3510-rqnkr
Lyda,LATAM,1.11,83-66 (+17),10,67%,0.77,38%,6,https://siege.gg/players/3872-lyda
Lian,LATAM,1.11,105-91 (+14),12,65%,0.74,35%,7,https://siege.gg/players/3980-lian
VITAKING,LATAM,1.1,303-260 (+43),37,67%,0.75,35%,17,https://siege.gg/players/2323-vitaking
jume,LATAM,1.1,343-288 (+55),37,66%,0.83,30%,5,https://siege.gg/players/2381-jume
peres,LATAM,1.1,126-102 (+24),13,65%,0.89,27%,2,https://siege.gg/players/2654-peres
volpz,LATAM,1.1,333-274 (+59),35,65%,0.81,33%,10,https://siege.gg/players/2667-volpz
AZIAN,LATAM,1.1,147-121 (+26),15,64%,0.85,30%,1,https://siege.gg/players/3104-azian
Guto,LATAM,1.1,119-100 (+19),13,65%,0.84,29%,0,https://siege.gg/players/3131-guto
KIRU,LATAM,1.1,98-79 (+19),9,65%,0.87,30%,1,https://siege.gg/players/3459-kiru
ROTHERMEL,LATAM,1.1,34-31 (+3),3,66%,0.94,13%,0,https://siege.gg/players/3929-rothermel
BEAZR,LATAM,1.1,12-11 (+1),2,68%,0.63,42%,1,https://siege.gg/players/3932-beazr
GLOCK,LATAM,1.1,68-58 (+10),7,62%,0.85,27%,1,https://siege.gg/players/3937-glock
Arcox,LATAM,1.1,51-44 (+7),6,69%,0.74,36%,2,https://siege.gg/players/3993-arcox
bottomLove,LATAM,1.1,59-48 (+11),8,73%,0.68,44%,5,https://siege.gg/players/4006-bottomlove
Gunnar,LATAM,1.09,236-203 (+33),26,67%,0.79,32%,6,https://siege.gg/players/2393-gunnar
Solotov,LATAM,1.09,284-240 (+44),32,66%,0.87,26%,1,https://siege.gg/players/2623-solotov
Hashasky,LATAM,1.09,110-94 (+16),13,66%,0.78,33%,0,https://siege.gg/players/2784-hashaky
Hovenherst,LATAM,1.09,135-111 (+24),16,66%,0.78,35%,1,https://siege.gg/players/2924-hovenherst
DINIZ,LATAM,1.09,31-30 (+1),4,73%,0.74,28%,3,https://siege.gg/players/3197-diniz
GODVILLE,LATAM,1.09,74-61 (+13),8,62%,0.82,32%,1,https://siege.gg/players/3451-godville
NIKKES,LATAM,1.09,114-93 (+21),12,65%,0.82,33%,2,https://siege.gg/players/3860-nikkes
SOLO.,LATAM,1.09,90-73 (+17),9,65%,0.80,35%,3,https://siege.gg/players/3861-solo
DNAMITE,LATAM,1.09,86-69 (+17),9,66%,0.83,33%,0,https://siege.gg/players/3963-dnamite
SDGundam,LATAM,1.09,78-71 (+7),10,69%,0.78,29%,0,https://siege.gg/players/4009-owo
BlaZ,LATAM,1.08,192-167 (+25),23,66%,0.77,32%,12,https://siege.gg/players/366-blaz
Deapek,LATAM,1.08,72-62 (+10),9,64%,0.77,34%,3,https://siege.gg/players/467-deapek
Benjamaster,LATAM,1.08,247-202 (+45),28,64%,0.80,34%,3,https://siege.gg/players/1607-benjamaster
Gotti,LATAM,1.08,81-65 (+16),10,66%,0.75,39%,1,https://siege.gg/players/2518-gotti
Nayqo,LATAM,1.08,67-74 (-7),10,69%,0.61,32%,12,https://siege.gg/players/3397-nayqo
Bae,LATAM,1.08,263-225 (+38),28,66%,0.80,31%,1,https://siege.gg/players/3411-bae
ZONKEY,LATAM,1.08,62-54 (+8),6,64%,0.83,28%,1,https://siege.gg/players/3463-zonkey
MIKEW,LATAM,1.08,227-196 (+31),26,70%,0.78,32%,3,https://siege.gg/players/3465-mikew
LUNAR,LATAM,1.08,50-45 (+5),5,71%,0.85,23%,0,https://siege.gg/players/3482-lunar
Sarks,LATAM,1.08,38-32 (+6),4,59%,0.90,23%,0,https://siege.gg/players/3708-sarks
AlxPrs,LATAM,1.08,143-132 (+11),15,67%,0.83,23%,0,https://siege.gg/players/3742-alxprs
LIKE,LATAM,1.08,90-75 (+15),11,64%,0.80,33%,5,https://siege.gg/players/3999-like
Kanzen,LATAM,1.07,252-222 (+30),28,66%,0.77,32%,6,https://siege.gg/players/1805-kanzenkyari
J9O,LATAM,1.07,273-235 (+38),33,69%,0.74,36%,1,https://siege.gg/players/1810-j9o
mitrix,LATAM,1.07,156-136 (+20),18,67%,0.80,30%,4,https://siege.gg/players/2782-mitrix
ICAH,LATAM,1.07,68-58 (+10),8,70%,0.78,33%,2,https://siege.gg/players/2786-icah
Nuers,LATAM,1.07,299-255 (+44),33,67%,0.81,30%,1,https://siege.gg/players/2935-nuers
Leadr,LATAM,1.07,124-110 (+14),18,71%,0.64,43%,11,https://siege.gg/players/3156-leadr
Ashn,LATAM,1.07,266-239 (+27),30,68%,0.79,28%,4,https://siege.gg/players/3258-ashn
Terd,LATAM,1.07,129-109 (+20),16,65%,0.75,36%,1,https://siege.gg/players/3277-terdsta
ELI,LATAM,1.07,121-108 (+13),15,67%,0.70,37%,1,https://siege.gg/players/3565-eli
Rexhun,LATAM,1.07,37-28 (+9),4,57%,0.88,33%,0,https://siege.gg/players/3735-rexhun
VULSPUR,LATAM,1.07,231-194 (+37),26,62%,0.79,33%,2,https://siege.gg/players/3763-vulspur
SNEAK,LATAM,1.07,46-39 (+7),5,66%,0.85,27%,0,https://siege.gg/players/3805-sneak
J9KRR,LATAM,1.07,61-50 (+11),7,67%,0.76,37%,0,https://siege.gg/players/3809-j9krr
TTODYZ,LATAM,1.07,32-29 (+3),4,69%,0.76,30%,1,https://siege.gg/players/3888-ttodyz
pino,LATAM,1.06,193-170 (+23),25,65%,0.71,37%,6,https://siege.gg/players/872-pino
LikEfac,LATAM,1.06,263-229 (+34),32,63%,0.80,29%,4,https://siege.gg/players/2424-likefac
Daffodil,LATAM,1.06,108-92 (+16),13,68%,0.77,34%,0,https://siege.gg/players/2956-daffodil
SKARP,LATAM,1.06,130-120 (+10),16,63%,0.73,32%,12,https://siege.gg/players/3092-skarp
Dodez,LATAM,1.06,356-312 (+44),39,66%,0.79,30%,7,https://siege.gg/players/3129-dodez
Azzr,LATAM,1.06,78-70 (+8),9,66%,0.80,28%,2,https://siege.gg/players/3179-azzr
ANGELZZ,LATAM,1.06,275-242 (+33),30,63%,0.80,29%,1,https://siege.gg/players/3201-angelzz
Spiff,LATAM,1.06,75-65 (+10),8,60%,0.83,27%,2,https://siege.gg/players/3208-spiff
FLEXY,LATAM,1.06,283-254 (+29),34,63%,0.78,29%,2,https://siege.gg/players/3857-flexy
Darcly,LATAM,1.06,71-64 (+7),10,72%,0.66,40%,4,https://siege.gg/players/3870-darcly
MONK,LATAM,1.05,66-59 (+7),6,60%,0.88,21%,0,https://siege.gg/players/341-monk
Doki,LATAM,1.05,195-176 (+19),22,63%,0.78,29%,3,https://siege.gg/players/391-doki
Beeno,LATAM,1.05,195-183 (+12),26,67%,0.68,35%,24,https://siege.gg/players/2112-beeno
JAY-,LATAM,1.05,148-136 (+12),17,65%,0.77,28%,0,https://siege.gg/players/2852-jay
P9,LATAM,1.05,117-100 (+17),13,63%,0.82,30%,0,https://siege.gg/players/2868-p9
Maquina,LATAM,1.05,161-140 (+21),18,62%,0.83,28%,1,https://siege.gg/players/3126-itzmaquina
FENZ,LATAM,1.05,67-57 (+10),8,70%,0.72,38%,0,https://siege.gg/players/3455-fenz
KOSHI,LATAM,1.05,18-19 (-1),2,69%,0.78,17%,1,https://siege.gg/players/3925-koshi
Rusher,LATAM,1.05,57-54 (+3),6,66%,0.83,21%,1,https://siege.gg/players/3991-rusher
Surf,LATAM,1.04,261-241 (+20),31,68%,0.75,30%,4,https://siege.gg/players/2397-surf
L0BIN,LATAM,1.04,352-318 (+34),39,65%,0.78,29%,2,https://siege.gg/players/2655-l0binn
Gaspro,LATAM,1.04,51-53 (-2),8,73%,0.59,39%,7,https://siege.gg/players/3093-gaspro
NYJL,LATAM,1.04,118-111 (+7),15,64%,0.74,30%,4,https://siege.gg/players/3127-nyjl
DORA,LATAM,1.04,174-160 (+14),23,67%,0.69,36%,14,https://siege.gg/players/3177-dora
EUPOR,LATAM,1.04,269-242 (+27),34,65%,0.75,32%,10,https://siege.gg/players/3181-eupor
SkyZs,LATAM,1.04,89-83 (+6),10,64%,0.82,23%,1,https://siege.gg/players/3396-skyzs
SHMINK,LATAM,1.04,20-20 (+0),2,68%,0.80,20%,0,https://siege.gg/players/3497-shmink
Mili,LATAM,1.04,110-102 (+8),13,60%,0.79,26%,3,https://siege.gg/players/3899-mili
BODOLF,LATAM,1.04,61-59 (+2),9,67%,0.64,38%,1,https://siege.gg/players/3944-bodolf
Sunset,LATAM,1.04,96-90 (+6),12,68%,0.68,36%,6,https://siege.gg/players/3982-sunset
xS3xyCake,LATAM,1.03,138-133 (+5),18,69%,0.71,31%,4,https://siege.gg/players/101-sexycake
Cyber,LATAM,1.03,313-287 (+26),37,63%,0.77,29%,8,https://siege.gg/players/104-cyb3r
p4sh4,LATAM,1.03,82-80 (+2),10,62%,0.75,26%,2,https://siege.gg/players/534-p4sh4
Hashom,LATAM,1.03,108-94 (+14),13,62%,0.76,34%,1,https://siege.gg/players/2228-hashom
MARMALADE,LATAM,1.03,84-77 (+7),11,66%,0.68,37%,4,https://siege.gg/players/2329-marmalade
jlaDD,LATAM,1.03,111-103 (+8),13,62%,0.78,27%,5,https://siege.gg/players/2870-jladd
Loira,LATAM,1.03,204-193 (+11),22,61%,0.81,23%,4,https://siege.gg/players/3169-loira
RORICK,LATAM,1.03,79-67 (+12),10,64%,0.72,38%,1,https://siege.gg/players/3191-rorick
Bapn,LATAM,1.03,69-68 (+1),8,64%,0.84,17%,0,https://siege.gg/players/3378-bapn
Asa,LATAM,1.03,189-181 (+8),26,64%,0.69,33%,19,https://siege.gg/players/3512-asa
BMZY,LATAM,1.03,41-40 (+1),5,70%,0.76,25%,0,https://siege.gg/players/3802-bmzy
JAYYGUNS,LATAM,1.03,86-79 (+7),9,64%,0.76,30%,1,https://siege.gg/players/3895-jayyguns
NUBZ,LATAM,1.03,27-23 (+4),3,63%,0.75,36%,1,https://siege.gg/players/3930-nubz
AWNDRAY,LATAM,1.03,61-53 (+8),7,67%,0.76,33%,0,https://siege.gg/players/3938-awndray
FENO,LATAM,1.03,224-207 (+17),26,61%,0.82,24%,1,https://siege.gg/players/3949-feno
NILAR,LATAM,1.03,33-31 (+2),4,64%,0.79,26%,0,https://siege.gg/players/3966-nilar
ArFeng,LATAM,1.03,96-93 (+3),12,65%,0.72,30%,13,https://siege.gg/players/4000-arfeng
Faallz,LATAM,1.02,112-113 (-1),16,65%,0.66,33%,5,https://siege.gg/players/1021-faallz
Yuzus,LATAM,1.02,216-213 (+3),32,70%,0.66,34%,4,https://siege.gg/players/1697-yuzus
Tr1ixd,LATAM,1.02,99-99 (+0),13,67%,0.69,30%,2,https://siege.gg/players/2226-tr1ixd
KURTZ,LATAM,1.02,120-121 (-1),15,62%,0.76,23%,2,https://siege.gg/players/2277-kurtz
DEADSHT,LATAM,1.02,76-71 (+5),9,57%,0.81,24%,2,https://siege.gg/players/2423-deadsht
Silent,LATAM,1.02,82-72 (+10),9,68%,0.73,36%,2,https://siege.gg/players/2832-silentendz
NITRO.,LATAM,1.02,124-118 (+6),16,64%,0.70,33%,1,https://siege.gg/players/3158-nitro
Spiker,LATAM,1.02,212-196 (+16),28,64%,0.65,40%,19,https://siege.gg/players/3223-spiker
MENPS,LATAM,1.02,84-74 (+10),12,65%,0.69,38%,0,https://siege.gg/players/3525-menps
SoloMiD,LATAM,1.02,55-58 (-3),9,69%,0.57,39%,6,https://siege.gg/players/3868-solomid
KHAOTIC,LATAM,1.02,41-46 (-5),6,60%,0.63,29%,6,https://siege.gg/players/3878-khaotic
Fiber,LATAM,1.02,101-95 (+6),12,67%,0.72,32%,0,https://siege.gg/players/3979-fiber
Recap,LATAM,1.02,94-90 (+4),12,63%,0.70,32%,1,https://siege.gg/players/4005-recap
Carpe,LATAM,1.02,61-52 (+9),8,65%,0.70,40%,0,https://siege.gg/players/4007-carpe
Rexen,LATAM,1.01,248-242 (+6),31,65%,0.72,30%,7,https://siege.gg/players/1040-rexen
Mowwwgli,LATAM,1.01,326-325 (+1),36,62%,0.79,21%,4,https://siege.gg/players/2432-mowwwgli
PNNO9,LATAM,1.01,109-111 (-2),16,66%,0.62,37%,8,https://siege.gg/players/2910-pnno9
nade,LATAM,1.01,196-191 (+5),29,66%,0.60,41%,20,https://siege.gg/players/2939-nade
Atom,LATAM,1.01,157-159 (-2),18,62%,0.77,21%,5,https://siege.gg/players/2981-tra
Packer,LATAM,1.01,214-204 (+10),26,65%,0.73,30%,3,https://siege.gg/players/3001-packer
Gomess,LATAM,1.01,89-91 (-2),13,69%,0.63,35%,8,https://siege.gg/players/3134-gomess7
TWX,LATAM,1.01,34-33 (+1),4,64%,0.76,26%,0,https://siege.gg/players/3347-twx
Adrian,LATAM,1.01,312-318 (-6),39,66%,0.67,31%,9,https://siege.gg/players/3501-adrian
RADENTY,LATAM,1.01,50-47 (+3),5,62%,0.75,29%,0,https://siege.gg/players/3669-radenty
Basthian,LATAM,1.01,129-127 (+2),16,66%,0.73,28%,0,https://siege.gg/players/3736-basthian
GARREN,LATAM,1.01,36-35 (+1),5,62%,0.67,35%,1,https://siege.gg/players/3804-garren
KIRIMPITBULL,LATAM,1.01,23-25 (-2),4,68%,0.72,21%,0,https://siege.gg/players/3886-kirimpitbull
Spoit,LATAM,1.0,246-242 (+4),31,61%,0.71,30%,5,https://siege.gg/players/380-spoit
KOOLAID,LATAM,1.0,54-57 (-3),7,68%,0.63,33%,4,https://siege.gg/players/1802-koolaid
Trevmak,LATAM,1.0,86-98 (-12),13,67%,0.62,29%,15,https://siege.gg/players/2109-trevmak
JJBlazt,LATAM,1.0,61-57 (+4),8,62%,0.66,38%,6,https://siege.gg/players/2140-blaztful
Florio,LATAM,1.0,125-127 (-2),18,67%,0.64,34%,9,https://siege.gg/players/2260-florio
naka,LATAM,1.0,100-96 (+4),13,63%,0.71,31%,4,https://siege.gg/players/2275-naka
Jeggz,LATAM,1.0,98-92 (+6),12,63%,0.71,33%,1,https://siege.gg/players/3180-jeggz
RAASTIN,LATAM,1.0,97-93 (+4),12,61%,0.70,33%,5,https://siege.gg/players/3502-raastin
NIFSU,LATAM,1.0,92-96 (-4),12,65%,0.66,30%,9,https://siege.gg/players/3859-nifsu
AYEX,LATAM,1.0,45-47 (-2),5,64%,0.76,20%,0,https://siege.gg/players/3914-ayex
ABEI,LATAM,1.0,76-79 (-3),11,68%,0.68,29%,2,https://siege.gg/players/3996-abei
Fultz,LATAM,0.99,223-238 (-15),33,66%,0.61,35%,23,https://siege.gg/players/1077-fultz
HerdsZ,LATAM,0.99,232-225 (+7),27,60%,0.76,26%,0,https://siege.gg/players/1114-herdssz
WILL,LATAM,0.99,82-90 (-8),15,68%,0.52,43%,13,https://siege.gg/players/1392-will
Fntzy,LATAM,0.99,223-221 (+2),25,60%,0.83,18%,0,https://siege.gg/players/2520-fntzy
Jv92,LATAM,0.99,240-226 (+14),29,61%,0.74,30%,2,https://siege.gg/players/2651-joao92jv
dfuzr,LATAM,0.99,219-214 (+5),26,63%,0.73,28%,3,https://siege.gg/players/3457-dfuzr
DERNEKA,LATAM,0.99,86-90 (-4),11,58%,0.74,23%,0,https://siege.gg/players/3697-derneka
HURBYZ,LATAM,0.99,15-17 (-2),2,63%,0.79,10%,1,https://siege.gg/players/3769-hurbyz
